日期,小时,模型方向,量级(元/MWh),置信度,小时先验,是否出手,交易建议,实际价差(元/MWh),方向核对,套利时机,套利结果,套利盈亏(元/MWh)
2026-07-29,10:00,负偏差,44.0,0.412,正,否,不动,66.2,未出手,观望,错过 +66.2,0.0
2026-07-29,11:00,负偏差,44.4,0.414,正,否,不动,45.0,未出手,观望,未出手,0.0
2026-07-29,12:00,中性,42.2,0.462,正,否,不动,17.9,未出手,观望,未出手,0.0
2026-07-29,13:00,中性,30.1,0.474,不明,否,不动,57.3,未出手,观望,错过 +57.3,0.0
2026-07-29,14:00,中性,33.1,0.514,正,否,不动,69.8,未出手,观望,错过 +69.8,0.0
2026-07-29,15:00,中性,32.6,0.373,正,否,不动,43.9,未出手,观望,未出手,0.0
2026-07-29,16:00,正偏差,57.8,0.348,正,是,日前卖/实时买,33.9,实际中性,日前卖,中性 +33.9,33.9
2026-07-29,17:00,负偏差,55.4,0.408,不明,否,不动,-1.2,未出手,观望,未出手,0.0
2026-07-29,18:00,中性,48.2,0.38,不明,否,不动,9.5,未出手,观望,未出手,0.0
2026-07-29,19:00,中性,62.8,0.493,不明,否,不动,60.1,未出手,观望,错过 +60.1,0.0
2026-07-29,20:00,中性,33.5,0.54,不明,否,不动,53.4,未出手,观望,错过 +53.4,0.0
2026-07-29,21:00,中性,31.5,0.589,负,否,不动,17.0,未出手,观望,未出手,0.0
2026-07-29,22:00,中性,26.1,0.651,不明,否,不动,22.0,未出手,观望,未出手,0.0
2026-07-29,23:00,中性,14.8,0.746,负,否,不动,21.3,未出手,观望,未出手,0.0
2026-07-30,00:00,中性,19.1,0.681,负,否,不动,8.1,未出手,观望,未出手,0.0
2026-07-30,01:00,中性,17.7,0.724,负,否,不动,5.8,未出手,观望,未出手,0.0
2026-07-30,02:00,中性,15.8,0.772,不明,否,不动,-0.6,未出手,观望,未出手,0.0
2026-07-30,03:00,中性,17.3,0.791,正,否,不动,8.0,未出手,观望,未出手,0.0
2026-07-30,04:00,中性,12.9,0.884,正,否,不动,8.1,未出手,观望,未出手,0.0
2026-07-30,05:00,中性,11.4,0.879,正,否,不动,20.0,未出手,观望,未出手,0.0
2026-07-30,06:00,中性,19.1,0.851,不明,否,不动,6.4,未出手,观望,未出手,0.0
2026-07-30,07:00,中性,27.9,0.833,不明,否,不动,4.6,未出手,观望,未出手,0.0
2026-07-30,08:00,中性,34.0,0.682,不明,否,不动,30.3,未出手,观望,未出手,0.0
2026-07-30,09:00,中性,43.1,0.724,正,否,不动,53.5,未出手,观望,错过 +53.5,0.0
2026-07-30,10:00,中性,39.1,0.641,正,否,不动,49.8,未出手,观望,未出手,0.0
2026-07-30,11:00,中性,38.6,0.586,正,否,不动,41.5,未出手,观望,未出手,0.0
2026-07-30,12:00,中性,52.3,0.625,正,是,日前卖/实时买,21.5,实际中性,日前卖,中性 +21.5,21.5
2026-07-30,13:00,中性,49.5,0.623,不明,否,不动,-161.4,未出手,观望,错过 -161.4,0.0
2026-07-30,14:00,中性,35.4,0.607,正,否,不动,-61.9,未出手,观望,错过 -61.9,0.0
2026-07-30,15:00,中性,45.5,0.552,正,否,不动,9.9,未出手,观望,未出手,0.0
2026-07-30,16:00,中性,47.9,0.479,正,否,不动,37.3,未出手,观望,未出手,0.0
2026-07-30,17:00,中性,58.1,0.533,不明,否,不动,31.9,未出手,观望,未出手,0.0
2026-07-30,18:00,中性,43.6,0.627,不明,否,不动,20.5,未出手,观望,未出手,0.0
2026-07-30,19:00,中性,34.2,0.717,不明,否,不动,54.9,未出手,观望,错过 +54.9,0.0
2026-07-30,20:00,中性,32.3,0.692,不明,否,不动,8.9,未出手,观望,未出手,0.0
2026-07-30,21:00,中性,28.2,0.721,负,否,不动,-2.3,未出手,观望,未出手,0.0
2026-07-30,22:00,中性,17.9,0.888,不明,否,不动,6.2,未出手,观望,未出手,0.0
2026-07-30,23:00,中性,12.4,0.922,负,否,不动,3.5,未出手,观望,未出手,0.0
2026-07-31,00:00,中性,25.1,0.808,负,否,不动,43.9,未出手,观望,未出手,0.0
2026-07-31,01:00,中性,20.5,0.848,负,否,不动,23.6,未出手,观望,未出手,0.0
2026-07-31,02:00,中性,14.9,0.831,不明,否,不动,15.8,未出手,观望,未出手,0.0
2026-07-31,03:00,中性,11.3,0.858,正,否,不动,34.5,未出手,观望,未出手,0.0
2026-07-31,04:00,中性,9.2,0.875,正,否,不动,20.3,未出手,观望,未出手,0.0
2026-07-31,05:00,中性,11.4,0.918,正,否,不动,21.1,未出手,观望,未出手,0.0
2026-07-31,06:00,中性,15.2,0.931,不明,否,不动,18.3,未出手,观望,未出手,0.0
2026-07-31,07:00,中性,24.5,0.923,不明,否,不动,44.2,未出手,观望,未出手,0.0
2026-07-31,08:00,中性,28.6,0.813,不明,否,不动,30.9,未出手,观望,未出手,0.0
2026-07-31,09:00,中性,30.0,0.786,正,否,不动,57.5,未出手,观望,错过 +57.5,0.0
2026-07-31,10:00,中性,33.5,0.708,正,否,不动,80.1,未出手,观望,错过 +80.1,0.0
2026-07-31,11:00,中性,30.7,0.664,正,否,不动,121.5,未出手,观望,错过 +121.5,0.0
2026-07-31,12:00,中性,28.5,0.589,正,否,不动,212.2,未出手,观望,错过 +212.2,0.0
2026-07-31,13:00,中性,27.4,0.576,不明,否,不动,96.7,未出手,观望,错过 +96.7,0.0
2026-07-31,14:00,中性,33.2,0.584,正,否,不动,31.0,未出手,观望,未出手,0.0
2026-07-31,15:00,中性,33.6,0.57,正,否,不动,45.6,未出手,观望,未出手,0.0
2026-07-31,16:00,中性,36.9,0.538,正,否,不动,96.0,未出手,观望,错过 +96.0,0.0
2026-07-31,17:00,中性,37.3,0.598,不明,否,不动,126.1,未出手,观望,错过 +126.1,0.0
2026-07-31,18:00,中性,32.6,0.652,不明,否,不动,50.8,未出手,观望,错过 +50.8,0.0
2026-07-31,19:00,中性,36.1,0.71,不明,否,不动,85.0,未出手,观望,错过 +85.0,0.0
2026-07-31,20:00,中性,36.6,0.703,不明,否,不动,71.6,未出手,观望,错过 +71.6,0.0
2026-07-31,21:00,中性,33.3,0.687,负,否,不动,29.9,未出手,观望,未出手,0.0
2026-07-31,22:00,中性,24.4,0.777,不明,否,不动,27.4,未出手,观望,未出手,0.0
2026-07-31,23:00,中性,13.6,0.837,负,否,不动,19.8,未出手,观望,未出手,0.0
