日期,小时,模型方向,量级(元/MWh),置信度,小时先验,是否出手,交易建议,实际价差(元/MWh),方向核对,套利时机,套利结果,套利盈亏(元/MWh)
2026-07-28,19:00,负偏差,47.3,0.494,不明,否,不动,25.9,未出手,观望,未出手,0.0
2026-07-28,20:00,负偏差,55.3,0.471,不明,否,不动,32.4,未出手,观望,未出手,0.0
2026-07-28,21:00,负偏差,42.6,0.411,负,否,不动,36.9,未出手,观望,未出手,0.0
2026-07-28,22:00,中性,47.0,0.446,不明,否,不动,38.9,未出手,观望,未出手,0.0
2026-07-28,23:00,中性,27.9,0.6,负,否,不动,21.8,未出手,观望,未出手,0.0
2026-07-29,00:00,中性,40.0,0.583,负,否,不动,23.9,未出手,观望,未出手,0.0
2026-07-29,01:00,中性,18.8,0.581,负,否,不动,20.3,未出手,观望,未出手,0.0
2026-07-29,02:00,中性,18.7,0.664,不明,否,不动,19.8,未出手,观望,未出手,0.0
2026-07-29,03:00,中性,22.0,0.644,正,否,不动,16.2,未出手,观望,未出手,0.0
2026-07-29,04:00,中性,21.0,0.811,正,否,不动,12.7,未出手,观望,未出手,0.0
2026-07-29,05:00,中性,18.9,0.835,正,否,不动,10.4,未出手,观望,未出手,0.0
2026-07-29,06:00,中性,24.8,0.785,不明,否,不动,22.4,未出手,观望,未出手,0.0
2026-07-29,07:00,中性,29.0,0.751,不明,否,不动,11.7,未出手,观望,未出手,0.0
2026-07-29,08:00,中性,37.8,0.638,不明,否,不动,20.5,未出手,观望,未出手,0.0
2026-07-29,09:00,中性,52.6,0.589,正,是,日前卖/实时买,42.0,实际中性,日前卖,中性 +42.0,42.0
2026-07-29,10:00,中性,43.7,0.499,正,否,不动,66.2,未出手,观望,错过 +66.2,0.0
2026-07-29,11:00,中性,44.2,0.528,正,否,不动,45.0,未出手,观望,未出手,0.0
2026-07-29,12:00,中性,40.5,0.535,正,否,不动,17.9,未出手,观望,未出手,0.0
2026-07-29,13:00,中性,40.6,0.491,不明,否,不动,57.3,未出手,观望,错过 +57.3,0.0
2026-07-29,14:00,中性,54.1,0.53,正,是,日前卖/实时买,69.8,对·实际正,日前卖,盈利 +69.8,69.8
2026-07-29,15:00,中性,37.1,0.467,正,否,不动,43.9,未出手,观望,未出手,0.0
2026-07-29,16:00,中性,45.1,0.428,正,否,不动,33.9,未出手,观望,未出手,0.0
2026-07-29,17:00,中性,42.9,0.394,不明,否,不动,-1.2,未出手,观望,未出手,0.0
2026-07-29,18:00,中性,34.6,0.484,不明,否,不动,9.5,未出手,观望,未出手,0.0
2026-07-29,19:00,正偏差,49.2,0.357,不明,否,不动,60.1,未出手,观望,错过 +60.1,0.0
2026-07-29,20:00,中性,44.3,0.352,不明,否,不动,53.4,未出手,观望,错过 +53.4,0.0
2026-07-29,21:00,中性,41.8,0.596,负,否,不动,17.0,未出手,观望,未出手,0.0
2026-07-29,22:00,中性,44.0,0.714,不明,否,不动,22.0,未出手,观望,未出手,0.0
2026-07-29,23:00,中性,34.8,0.758,负,否,不动,21.3,未出手,观望,未出手,0.0
2026-07-30,00:00,中性,42.4,0.72,负,否,不动,8.1,未出手,观望,未出手,0.0
2026-07-30,01:00,中性,33.6,0.763,负,否,不动,5.8,未出手,观望,未出手,0.0
2026-07-30,02:00,中性,31.7,0.78,不明,否,不动,-0.6,未出手,观望,未出手,0.0
2026-07-30,03:00,中性,26.6,0.791,正,否,不动,8.0,未出手,观望,未出手,0.0
2026-07-30,04:00,中性,21.3,0.868,正,否,不动,8.1,未出手,观望,未出手,0.0
2026-07-30,05:00,中性,21.5,0.842,正,否,不动,20.0,未出手,观望,未出手,0.0
2026-07-30,06:00,中性,24.7,0.794,不明,否,不动,6.4,未出手,观望,未出手,0.0
2026-07-30,07:00,中性,25.6,0.74,不明,否,不动,4.6,未出手,观望,未出手,0.0
2026-07-30,08:00,中性,43.4,0.543,不明,否,不动,30.3,未出手,观望,未出手,0.0
2026-07-30,09:00,中性,41.8,0.487,正,否,不动,53.5,未出手,观望,错过 +53.5,0.0
2026-07-30,10:00,负偏差,41.3,0.443,正,否,不动,49.8,未出手,观望,未出手,0.0
2026-07-30,11:00,负偏差,28.5,0.447,正,否,不动,41.5,未出手,观望,未出手,0.0
2026-07-30,12:00,中性,23.7,0.544,正,否,不动,21.5,未出手,观望,未出手,0.0
2026-07-30,13:00,中性,30.4,0.602,不明,否,不动,-161.4,未出手,观望,错过 -161.4,0.0
2026-07-30,14:00,中性,26.8,0.588,正,否,不动,-61.9,未出手,观望,错过 -61.9,0.0
2026-07-30,15:00,中性,39.1,0.463,正,否,不动,9.9,未出手,观望,未出手,0.0
2026-07-30,16:00,中性,40.4,0.391,正,否,不动,37.3,未出手,观望,未出手,0.0
2026-07-30,17:00,中性,40.3,0.456,不明,否,不动,31.9,未出手,观望,未出手,0.0
2026-07-30,18:00,中性,67.6,0.555,不明,否,不动,20.5,未出手,观望,未出手,0.0
2026-07-30,19:00,中性,53.4,0.497,不明,否,不动,54.9,未出手,观望,错过 +54.9,0.0
2026-07-30,20:00,中性,47.6,0.543,不明,否,不动,8.9,未出手,观望,未出手,0.0
2026-07-30,21:00,中性,56.0,0.715,负,是,日前买/实时卖,-2.3,实际中性,日前买,中性 -2.3,2.3
2026-07-30,22:00,中性,33.7,0.859,不明,否,不动,6.2,未出手,观望,未出手,0.0
2026-07-30,23:00,中性,14.8,0.882,负,否,不动,3.5,未出手,观望,未出手,0.0
2026-07-31,00:00,中性,43.5,0.736,负,否,不动,43.9,未出手,观望,未出手,0.0
2026-07-31,01:00,中性,19.5,0.739,负,否,不动,23.6,未出手,观望,未出手,0.0
2026-07-31,02:00,中性,16.0,0.826,不明,否,不动,15.8,未出手,观望,未出手,0.0
2026-07-31,03:00,中性,17.8,0.787,正,否,不动,34.5,未出手,观望,未出手,0.0
2026-07-31,04:00,中性,17.9,0.807,正,否,不动,20.3,未出手,观望,未出手,0.0
2026-07-31,05:00,中性,17.2,0.781,正,否,不动,21.1,未出手,观望,未出手,0.0
2026-07-31,06:00,中性,15.7,0.835,不明,否,不动,18.3,未出手,观望,未出手,0.0
2026-07-31,07:00,中性,15.8,0.818,不明,否,不动,44.2,未出手,观望,未出手,0.0
2026-07-31,08:00,中性,27.5,0.687,不明,否,不动,30.9,未出手,观望,未出手,0.0
2026-07-31,09:00,中性,41.7,0.608,正,否,不动,57.5,未出手,观望,错过 +57.5,0.0
2026-07-31,10:00,中性,39.6,0.566,正,否,不动,80.1,未出手,观望,错过 +80.1,0.0
2026-07-31,11:00,中性,32.1,0.554,正,否,不动,121.5,未出手,观望,错过 +121.5,0.0
2026-07-31,12:00,中性,29.4,0.508,正,否,不动,212.2,未出手,观望,错过 +212.2,0.0
2026-07-31,13:00,中性,26.7,0.63,不明,否,不动,96.7,未出手,观望,错过 +96.7,0.0
2026-07-31,14:00,中性,31.5,0.523,正,否,不动,31.0,未出手,观望,未出手,0.0
2026-07-31,15:00,中性,35.8,0.482,正,否,不动,45.6,未出手,观望,未出手,0.0
2026-07-31,16:00,中性,54.8,0.57,正,是,日前卖/实时买,96.0,对·实际正,日前卖,盈利 +96.0,96.0
2026-07-31,17:00,中性,46.9,0.515,不明,否,不动,126.1,未出手,观望,错过 +126.1,0.0
2026-07-31,18:00,中性,42.4,0.478,不明,否,不动,50.8,未出手,观望,错过 +50.8,0.0
2026-07-31,19:00,中性,37.5,0.43,不明,否,不动,85.0,未出手,观望,错过 +85.0,0.0
2026-07-31,20:00,负偏差,56.4,0.497,不明,否,不动,71.6,未出手,观望,错过 +71.6,0.0
2026-07-31,21:00,中性,50.9,0.502,负,是,日前买/实时卖,29.9,实际中性,日前买,中性 +29.9,-29.9
2026-07-31,22:00,中性,38.5,0.692,不明,否,不动,27.4,未出手,观望,未出手,0.0
2026-07-31,23:00,中性,20.9,0.739,负,否,不动,19.8,未出手,观望,未出手,0.0
2026-08-01,00:00,中性,22.4,0.695,负,否,不动,-5.5,未出手,观望,未出手,0.0
2026-08-01,01:00,中性,23.8,0.84,负,否,不动,7.2,未出手,观望,未出手,0.0
2026-08-01,02:00,中性,21.1,0.826,不明,否,不动,12.3,未出手,观望,未出手,0.0
2026-08-01,03:00,中性,20.4,0.881,正,否,不动,16.1,未出手,观望,未出手,0.0
2026-08-01,04:00,中性,27.0,0.876,正,否,不动,9.3,未出手,观望,未出手,0.0
2026-08-01,05:00,中性,22.9,0.88,正,否,不动,13.3,未出手,观望,未出手,0.0
2026-08-01,06:00,中性,20.1,0.898,不明,否,不动,5.9,未出手,观望,未出手,0.0
2026-08-01,07:00,中性,16.3,0.855,不明,否,不动,6.3,未出手,观望,未出手,0.0
2026-08-01,08:00,中性,18.1,0.764,不明,否,不动,28.7,未出手,观望,未出手,0.0
2026-08-01,09:00,中性,18.9,0.779,正,否,不动,39.7,未出手,观望,未出手,0.0
2026-08-01,10:00,中性,17.6,0.779,正,否,不动,68.6,未出手,观望,错过 +68.6,0.0
2026-08-01,11:00,中性,21.4,0.732,正,否,不动,41.7,未出手,观望,未出手,0.0
2026-08-01,12:00,中性,19.1,0.63,正,否,不动,73.3,未出手,观望,错过 +73.3,0.0
2026-08-01,13:00,中性,20.8,0.678,不明,否,不动,65.1,未出手,观望,错过 +65.1,0.0
2026-08-01,14:00,中性,19.4,0.629,正,否,不动,52.6,未出手,观望,错过 +52.6,0.0
2026-08-01,15:00,中性,27.8,0.68,正,否,不动,55.3,未出手,观望,错过 +55.3,0.0
2026-08-01,16:00,中性,41.1,0.718,正,否,不动,13.0,未出手,观望,未出手,0.0
2026-08-01,17:00,中性,40.0,0.633,不明,否,不动,15.8,未出手,观望,未出手,0.0
2026-08-01,18:00,中性,39.1,0.654,不明,否,不动,-7.9,未出手,观望,未出手,0.0
2026-08-01,19:00,中性,43.8,0.454,不明,否,不动,15.3,未出手,观望,未出手,0.0
2026-08-01,20:00,中性,45.6,0.46,不明,否,不动,7.6,未出手,观望,未出手,0.0
2026-08-01,21:00,中性,42.1,0.658,负,否,不动,14.4,未出手,观望,未出手,0.0
2026-08-01,22:00,中性,33.1,0.78,不明,否,不动,7.8,未出手,观望,未出手,0.0
2026-08-01,23:00,中性,23.9,0.772,负,否,不动,-1.9,未出手,观望,未出手,0.0
