日期,小时,模型方向,量级(元/MWh),置信度,小时先验,是否出手,交易建议,实际价差(元/MWh),方向核对,套利时机,套利结果,套利盈亏(元/MWh)
2026-07-16,23:00,中性,26.6,0.633,不明,否,不动,4.6,未出手,观望,未出手,0.0
2026-07-17,00:00,负偏差,56.3,0.457,负,是,日前买/实时卖,-0.9,实际中性,日前买,中性 -0.9,0.9
2026-07-17,01:00,负偏差,50.3,0.44,负,是,日前买/实时卖,16.4,实际中性,日前买,中性 +16.4,-16.4
2026-07-17,02:00,中性,19.0,0.727,不明,否,不动,12.1,未出手,观望,未出手,0.0
2026-07-17,03:00,中性,17.1,0.915,正,否,不动,11.8,未出手,观望,未出手,0.0
2026-07-17,04:00,中性,15.3,0.944,正,否,不动,33.8,未出手,观望,未出手,0.0
2026-07-17,05:00,中性,15.9,0.929,正,否,不动,154.6,未出手,观望,错过 +154.6,0.0
2026-07-17,06:00,中性,13.1,0.917,不明,否,不动,137.0,未出手,观望,错过 +137.0,0.0
2026-07-17,07:00,中性,12.8,0.828,不明,否,不动,53.8,未出手,观望,错过 +53.8,0.0
2026-07-17,08:00,中性,16.0,0.777,不明,否,不动,30.7,未出手,观望,未出手,0.0
2026-07-17,09:00,中性,18.3,0.619,正,否,不动,2.3,未出手,观望,未出手,0.0
2026-07-17,10:00,中性,19.7,0.505,正,否,不动,-173.9,未出手,观望,错过 -173.9,0.0
2026-07-17,11:00,负偏差,32.2,0.481,正,否,不动,-184.3,未出手,观望,错过 -184.3,0.0
2026-07-17,12:00,中性,30.5,0.609,正,否,不动,-139.3,未出手,观望,错过 -139.3,0.0
2026-07-17,13:00,中性,36.1,0.637,不明,否,不动,-37.1,未出手,观望,未出手,0.0
2026-07-17,14:00,中性,23.5,0.638,正,否,不动,40.4,未出手,观望,未出手,0.0
2026-07-17,15:00,中性,17.9,0.565,正,否,不动,42.5,未出手,观望,未出手,0.0
2026-07-17,16:00,中性,32.5,0.516,正,否,不动,19.2,未出手,观望,未出手,0.0
2026-07-17,17:00,中性,32.2,0.65,不明,否,不动,-19.1,未出手,观望,未出手,0.0
2026-07-17,18:00,中性,30.2,0.664,不明,否,不动,8.8,未出手,观望,未出手,0.0
2026-07-17,19:00,中性,66.7,0.496,正,是,日前卖/实时买,13.2,实际中性,日前卖,中性 +13.2,13.2
2026-07-17,20:00,中性,81.9,0.418,不明,否,不动,4.0,未出手,观望,未出手,0.0
2026-07-17,21:00,负偏差,64.3,0.554,负,是,日前买/实时卖,-26.3,实际中性,日前买,中性 -26.3,26.3
2026-07-17,22:00,负偏差,53.4,0.483,不明,否,不动,0.4,未出手,观望,未出手,0.0
2026-07-17,23:00,中性,21.4,0.771,不明,否,不动,-6.0,未出手,观望,未出手,0.0
2026-07-18,00:00,负偏差,50.8,0.442,负,是,日前买/实时卖,-57.5,对·实际负,日前买,盈利 +57.5,57.5
2026-07-18,01:00,中性,51.5,0.48,负,是,日前买/实时卖,-9.3,实际中性,日前买,中性 -9.3,9.3
2026-07-18,02:00,中性,15.5,0.811,不明,否,不动,-7.1,未出手,观望,未出手,0.0
2026-07-18,03:00,中性,7.3,0.966,正,否,不动,-4.6,未出手,观望,未出手,0.0
2026-07-18,04:00,中性,6.8,0.976,正,否,不动,-3.3,未出手,观望,未出手,0.0
2026-07-18,05:00,中性,8.1,0.945,正,否,不动,-7.4,未出手,观望,未出手,0.0
2026-07-18,06:00,中性,8.1,0.934,不明,否,不动,-10.1,未出手,观望,未出手,0.0
2026-07-18,07:00,中性,10.4,0.897,不明,否,不动,-42.4,未出手,观望,未出手,0.0
2026-07-18,08:00,中性,20.5,0.877,不明,否,不动,-34.6,未出手,观望,未出手,0.0
2026-07-18,09:00,中性,28.0,0.838,正,否,不动,-117.5,未出手,观望,错过 -117.5,0.0
2026-07-18,10:00,中性,32.1,0.742,正,否,不动,-79.5,未出手,观望,错过 -79.5,0.0
2026-07-18,11:00,中性,43.6,0.559,正,否,不动,-43.9,未出手,观望,未出手,0.0
2026-07-18,12:00,中性,28.6,0.653,正,否,不动,-56.5,未出手,观望,错过 -56.5,0.0
2026-07-18,13:00,中性,27.0,0.781,不明,否,不动,-50.5,未出手,观望,错过 -50.5,0.0
2026-07-18,14:00,中性,23.7,0.784,正,否,不动,-32.1,未出手,观望,未出手,0.0
2026-07-18,15:00,中性,19.7,0.765,正,否,不动,8.4,未出手,观望,未出手,0.0
2026-07-18,16:00,中性,28.4,0.8,正,否,不动,13.2,未出手,观望,未出手,0.0
2026-07-18,17:00,中性,23.5,0.815,不明,否,不动,24.2,未出手,观望,未出手,0.0
2026-07-18,18:00,中性,19.8,0.792,不明,否,不动,-34.0,未出手,观望,未出手,0.0
2026-07-18,19:00,中性,56.8,0.54,正,是,日前卖/实时买,-24.2,实际中性,日前卖,中性 -24.2,-24.2
2026-07-18,20:00,负偏差,50.9,0.544,不明,否,不动,2.1,未出手,观望,未出手,0.0
2026-07-18,21:00,负偏差,46.8,0.638,负,否,不动,2.5,未出手,观望,未出手,0.0
2026-07-18,22:00,负偏差,41.9,0.599,不明,否,不动,7.1,未出手,观望,未出手,0.0
2026-07-18,23:00,中性,24.4,0.635,不明,否,不动,8.5,未出手,观望,未出手,0.0
2026-07-19,00:00,负偏差,45.7,0.436,负,否,不动,-79.4,未出手,观望,错过 -79.4,0.0
2026-07-19,01:00,中性,50.8,0.499,负,是,日前买/实时卖,-6.1,实际中性,日前买,中性 -6.1,6.1
2026-07-19,02:00,中性,12.5,0.766,不明,否,不动,-3.0,未出手,观望,未出手,0.0
2026-07-19,03:00,中性,9.3,0.933,正,否,不动,0.6,未出手,观望,未出手,0.0
2026-07-19,04:00,中性,5.8,0.967,正,否,不动,-1.2,未出手,观望,未出手,0.0
2026-07-19,05:00,中性,9.5,0.949,正,否,不动,5.9,未出手,观望,未出手,0.0
2026-07-19,06:00,中性,8.0,0.919,不明,否,不动,27.7,未出手,观望,未出手,0.0
2026-07-19,07:00,中性,7.3,0.916,不明,否,不动,37.4,未出手,观望,未出手,0.0
2026-07-19,08:00,中性,12.1,0.831,不明,否,不动,58.1,未出手,观望,错过 +58.1,0.0
2026-07-19,09:00,中性,14.3,0.727,正,否,不动,55.3,未出手,观望,错过 +55.3,0.0
2026-07-19,10:00,中性,27.7,0.512,正,否,不动,24.2,未出手,观望,未出手,0.0
2026-07-19,11:00,中性,37.1,0.432,正,否,不动,16.7,未出手,观望,未出手,0.0
2026-07-19,12:00,中性,30.7,0.477,正,否,不动,49.5,未出手,观望,未出手,0.0
2026-07-19,13:00,中性,30.5,0.57,不明,否,不动,66.2,未出手,观望,错过 +66.2,0.0
2026-07-19,14:00,中性,41.3,0.727,正,否,不动,75.9,未出手,观望,错过 +75.9,0.0
2026-07-19,15:00,中性,33.4,0.718,正,否,不动,105.0,未出手,观望,错过 +105.0,0.0
2026-07-19,16:00,中性,32.7,0.729,正,否,不动,59.6,未出手,观望,错过 +59.6,0.0
2026-07-19,17:00,中性,23.3,0.831,不明,否,不动,49.0,未出手,观望,未出手,0.0
2026-07-19,18:00,中性,27.0,0.85,不明,否,不动,23.4,未出手,观望,未出手,0.0
2026-07-19,19:00,中性,53.0,0.741,正,是,日前卖/实时买,7.1,实际中性,日前卖,中性 +7.1,7.1
2026-07-19,20:00,负偏差,64.5,0.549,不明,否,不动,8.3,未出手,观望,未出手,0.0
2026-07-19,21:00,负偏差,56.3,0.63,负,是,日前买/实时卖,-1.5,实际中性,日前买,中性 -1.5,1.5
2026-07-19,22:00,负偏差,43.4,0.562,不明,否,不动,7.6,未出手,观望,未出手,0.0
2026-07-19,23:00,中性,15.9,0.623,不明,否,不动,-15.4,未出手,观望,未出手,0.0
2026-07-20,00:00,中性,44.7,0.477,负,否,不动,-12.5,未出手,观望,未出手,0.0
2026-07-20,01:00,中性,34.2,0.447,负,否,不动,-8.7,未出手,观望,未出手,0.0
2026-07-20,02:00,中性,12.7,0.688,不明,否,不动,-3.7,未出手,观望,未出手,0.0
2026-07-20,03:00,中性,7.5,0.923,正,否,不动,-4.1,未出手,观望,未出手,0.0
2026-07-20,04:00,中性,4.5,0.945,正,否,不动,-12.9,未出手,观望,未出手,0.0
2026-07-20,05:00,中性,9.5,0.882,正,否,不动,-18.2,未出手,观望,未出手,0.0
2026-07-20,06:00,中性,8.5,0.858,不明,否,不动,-4.3,未出手,观望,未出手,0.0
2026-07-20,07:00,中性,9.0,0.796,不明,否,不动,1.9,未出手,观望,未出手,0.0
2026-07-20,08:00,中性,12.9,0.77,不明,否,不动,-16.8,未出手,观望,未出手,0.0
2026-07-20,09:00,中性,23.9,0.7,正,否,不动,1.2,未出手,观望,未出手,0.0
2026-07-20,10:00,中性,33.3,0.571,正,否,不动,-35.4,未出手,观望,未出手,0.0
2026-07-20,11:00,负偏差,36.4,0.438,正,否,不动,-142.3,未出手,观望,错过 -142.3,0.0
2026-07-20,12:00,中性,24.0,0.444,正,否,不动,-101.3,未出手,观望,错过 -101.3,0.0
2026-07-20,13:00,中性,35.8,0.488,不明,否,不动,-117.4,未出手,观望,错过 -117.4,0.0
2026-07-20,14:00,中性,32.5,0.473,正,否,不动,12.3,未出手,观望,未出手,0.0
2026-07-20,15:00,中性,24.4,0.561,正,否,不动,-50.6,未出手,观望,错过 -50.6,0.0
2026-07-20,16:00,中性,38.3,0.605,正,否,不动,-27.3,未出手,观望,未出手,0.0
2026-07-20,17:00,中性,47.5,0.66,不明,否,不动,-20.2,未出手,观望,未出手,0.0
2026-07-20,18:00,中性,35.4,0.793,不明,否,不动,-3.0,未出手,观望,未出手,0.0
2026-07-20,19:00,中性,63.2,0.819,正,是,日前卖/实时买,6.2,实际中性,日前卖,中性 +6.2,6.2
2026-07-20,20:00,中性,32.0,0.807,不明,否,不动,-6.7,未出手,观望,未出手,0.0
2026-07-20,21:00,中性,32.3,0.634,负,否,不动,-30.4,未出手,观望,未出手,0.0
2026-07-20,22:00,中性,17.5,0.938,不明,否,不动,-22.0,未出手,观望,未出手,0.0
2026-07-20,23:00,中性,10.0,0.927,不明,否,不动,-21.6,未出手,观望,未出手,0.0
2026-07-21,00:00,中性,15.6,0.525,负,否,不动,-37.6,未出手,观望,未出手,0.0
2026-07-21,01:00,中性,20.1,0.661,负,否,不动,-10.9,未出手,观望,未出手,0.0
2026-07-21,02:00,中性,9.2,0.839,不明,否,不动,-9.8,未出手,观望,未出手,0.0
2026-07-21,03:00,中性,5.7,0.933,正,否,不动,-5.8,未出手,观望,未出手,0.0
2026-07-21,04:00,中性,5.2,0.947,正,否,不动,-5.3,未出手,观望,未出手,0.0
2026-07-21,05:00,中性,6.4,0.928,正,否,不动,3.1,未出手,观望,未出手,0.0
2026-07-21,06:00,中性,6.7,0.94,不明,否,不动,-5.3,未出手,观望,未出手,0.0
2026-07-21,07:00,中性,9.9,0.853,不明,否,不动,-16.9,未出手,观望,未出手,0.0
2026-07-21,08:00,中性,17.6,0.862,不明,否,不动,18.0,未出手,观望,未出手,0.0
2026-07-21,09:00,中性,31.8,0.77,正,否,不动,-64.7,未出手,观望,错过 -64.7,0.0
2026-07-21,10:00,中性,30.7,0.582,正,否,不动,-71.5,未出手,观望,错过 -71.5,0.0
2026-07-21,11:00,中性,37.8,0.491,正,否,不动,-104.1,未出手,观望,错过 -104.1,0.0
2026-07-21,12:00,中性,36.1,0.597,正,否,不动,17.1,未出手,观望,未出手,0.0
2026-07-21,13:00,中性,30.5,0.728,不明,否,不动,36.9,未出手,观望,未出手,0.0
2026-07-21,14:00,中性,19.9,0.737,正,否,不动,-61.0,未出手,观望,错过 -61.0,0.0
2026-07-21,15:00,中性,18.8,0.741,正,否,不动,12.3,未出手,观望,未出手,0.0
2026-07-21,16:00,中性,23.2,0.757,正,否,不动,52.5,未出手,观望,错过 +52.5,0.0
2026-07-21,17:00,中性,28.6,0.74,不明,否,不动,34.9,未出手,观望,未出手,0.0
2026-07-21,18:00,中性,28.1,0.828,不明,否,不动,20.7,未出手,观望,未出手,0.0
2026-07-21,19:00,中性,26.9,0.744,正,否,不动,5.5,未出手,观望,未出手,0.0
2026-07-21,20:00,中性,15.8,0.809,不明,否,不动,3.0,未出手,观望,未出手,0.0
2026-07-21,21:00,中性,20.3,0.717,负,否,不动,14.2,未出手,观望,未出手,0.0
2026-07-21,22:00,中性,15.8,0.914,不明,否,不动,-5.4,未出手,观望,未出手,0.0
2026-07-21,23:00,中性,8.5,0.927,不明,否,不动,-11.7,未出手,观望,未出手,0.0
